coefficients_objectif,matrice_contraintes,borne_contraintes,solution,z_optimal
"[35, 6]","[1, 98, 11, 74, 44, 1]","[4, 68, 141]","[3.2, 0.0]",112
"[39, 32]","[67, 12, 3, 84, 54, 54]","[132, 37, 94]","[1.7, 0.0]",68
"[22, 85]","[80, 27, 25, 85, 67, 21]","[91, 15, 51]","[0.0, 0.2]",15
"[67, 17]","[43, 15, 1, 26, 49, 94]","[10, 101, 5]","[0.1, 0.0]",7
"[30, 58]","[64, 89, 48, 17, 77, 71]","[6, 4, 84]","[0.0, 0.1]",4
"[93, 79]","[14, 40, 22, 61, 34, 10]","[125, 18, 24]","[0.7, 0.0]",68
"[11, 52]","[80, 38, 22, 1, 41, 70]","[98, 77, 75]","[0.0, 1.1]",56
"[80, 1]","[56, 95, 50, 91, 4, 4]","[125, 75, 42]","[1.5, 0.0]",120
"[54, 10]","[2, 21, 31, 1, 54, 26]","[123, 3, 89]","[0.0, 3.0]",30
"[23, 60]","[65, 48, 23, 24, 38, 47]","[49, 39, 35]","[0.0, 0.7]",45
"[73, 50]","[68, 39, 51, 49, 23, 100]","[48, 30, 133]","[0.6, 0.0]",43
"[30, 5]","[57, 95, 18, 37, 45, 27]","[93, 93, 124]","[1.6, 0.0]",49
"[78, 12]","[74, 80, 31, 57, 15, 72]","[102, 38, 102]","[1.2, 0.0]",96
"[10, 90]","[28, 63, 90, 15, 97, 77]","[80, 74, 106]","[0.0, 1.3]",114
"[67, 43]","[75, 60, 2, 3, 20, 55]","[73, 138, 135]","[1.0, 0.0]",65
"[6, 2]","[98, 78, 1, 80, 6, 78]","[123, 143, 55]","[1.3, 0.0]",8
"[50, 20]","[23, 15, 99, 36, 11, 97]","[63, 23, 90]","[0.0, 0.6]",13
"[98, 61]","[29, 49, 59, 62, 81, 92]","[87, 128, 14]","[0.2, 0.0]",17
"[72, 19]","[96, 61, 16, 49, 51, 41]","[24, 86, 98]","[0.2, 0.0]",18
"[16, 1]","[6, 31, 38, 60, 26, 47]","[26, 1, 119]","[0.0, 0.0]",0
"[37, 69]","[68, 88, 51, 41, 58, 20]","[41, 104, 68]","[0.0, 0.5]",32
"[86, 70]","[98, 49, 27, 16, 89, 76]","[61, 64, 34]","[0.4, 0.0]",33
"[39, 86]","[75, 62, 62, 62, 6, 88]","[107, 19, 115]","[0.0, 0.3]",26
"[72, 40]","[35, 83, 39, 55, 75, 61]","[24, 94, 70]","[0.7, 0.0]",49
"[48, 81]","[62, 59, 73, 22, 36, 93]","[142, 117, 136]","[1.3, 1.0]",140
"[63, 43]","[41, 50, 23, 87, 89, 79]","[150, 134, 96]","[1.1, 0.0]",68
"[92, 64]","[82, 65, 98, 99, 69, 75]","[82, 149, 103]","[1.0, 0.0]",92
"[42, 9]","[46, 55, 67, 28, 16, 14]","[96, 133, 115]","[2.0, 0.0]",83
"[14, 5]","[47, 54, 20, 74, 77, 70]","[56, 94, 114]","[1.2, 0.0]",17
"[85, 45]","[50, 14, 31, 52, 36, 17]","[98, 116, 86]","[1.6, 1.3]",194
"[97, 27]","[3, 78, 35, 9, 10, 47]","[52, 71, 42]","[1.9, 0.5]",198
"[32, 85]","[29, 61, 74, 33, 44, 31]","[27, 83, 91]","[0.0, 0.4]",38
"[37, 7]","[46, 87, 26, 76, 35, 100]","[29, 33, 112]","[0.6, 0.0]",23
"[71, 40]","[96, 29, 92, 48, 97, 29]","[42, 150, 98]","[0.0, 1.4]",58
"[87, 33]","[90, 78, 24, 60, 61, 36]","[127, 94, 65]","[1.1, 0.0]",93
"[47, 97]","[32, 35, 48, 19, 94, 69]","[66, 86, 50]","[0.0, 0.7]",70
"[38, 58]","[39, 4, 30, 92, 85, 27]","[9, 80, 81]","[0.1, 0.8]",53
"[45, 89]","[78, 53, 59, 74, 7, 96]","[69, 126, 115]","[0.1, 1.2]",109
"[32, 9]","[70, 83, 21, 36, 53, 55]","[61, 145, 80]","[0.9, 0.0]",28
"[59, 84]","[53, 96, 4, 59, 24, 66]","[77, 92, 41]","[1.5, 0.0]",86
"[50, 26]","[99, 10, 71, 33, 34, 16]","[109, 90, 101]","[0.0, 2.7]",71
"[96, 16]","[2, 21, 23, 19, 76, 77]","[137, 18, 4]","[0.1, 0.0]",5
"[51, 100]","[90, 23, 91, 31, 29, 59]","[93, 53, 139]","[0.0, 1.7]",171
"[34, 71]","[14, 80, 82, 43, 18, 49]","[83, 77, 143]","[0.4, 1.0]",83
"[74, 57]","[61, 7, 24, 97, 88, 33]","[132, 145, 79]","[0.4, 1.4]",107
"[69, 58]","[58, 20, 7, 8, 74, 6]","[131, 27, 14]","[0.0, 2.3]",135
"[12, 74]","[54, 85, 8, 69, 68, 93]","[24, 30, 120]","[0.0, 0.3]",21
"[36, 14]","[89, 78, 3, 58, 23, 70]","[58, 28, 82]","[0.7, 0.0]",23
"[81, 88]","[61, 98, 47, 71, 12, 42]","[62, 34, 12]","[0.7, 0.0]",59
"[15, 100]","[36, 66, 53, 80, 93, 81]","[10, 55, 50]","[0.0, 0.2]",15
"[6, 89]","[20, 56, 5, 26, 38, 62]","[47, 131, 90]","[0.0, 0.8]",75
"[70, 45]","[47, 45, 96, 18, 54, 42]","[14, 109, 39]","[0.3, 0.0]",21
"[100, 89]","[74, 25, 14, 89, 42, 46]","[36, 70, 2]","[0.0, 0.0]",5
"[83, 83]","[37, 75, 15, 47, 50, 21]","[28, 39, 104]","[0.8, 0.0]",63
"[33, 18]","[92, 11, 48, 77, 12, 70]","[121, 108, 82]","[1.2, 0.6]",52
"[98, 94]","[15, 75, 18, 82, 63, 83]","[109, 20, 146]","[1.1, 0.0]",109
"[16, 23]","[32, 60, 45, 56, 27, 73]","[111, 118, 32]","[1.2, 0.0]",19
"[28, 86]","[58, 35, 69, 4, 21, 55]","[31, 143, 57]","[0.0, 0.9]",76
"[47, 94]","[78, 95, 99, 22, 17, 39]","[61, 2, 117]","[0.0, 0.1]",9
"[99, 10]","[97, 27, 100, 86, 24, 80]","[86, 124, 20]","[0.8, 0.0]",82
"[98, 87]","[98, 68, 32, 33, 99, 29]","[130, 93, 13]","[0.0, 0.4]",39
"[32, 46]","[86, 21, 74, 82, 56, 94]","[105, 3, 128]","[0.0, 0.0]",2
"[84, 81]","[38, 88, 25, 98, 24, 40]","[143, 147, 67]","[2.8, 0.0]",235
"[50, 73]","[4, 64, 28, 14, 83, 6]","[31, 141, 84]","[1.0, 0.4]",80
"[76, 71]","[20, 95, 71, 96, 3, 52]","[31, 59, 83]","[0.8, 0.0]",63
"[77, 99]","[27, 45, 80, 83, 25, 46]","[68, 103, 57]","[0.0, 1.2]",123
"[32, 55]","[23, 10, 36, 81, 13, 81]","[9, 62, 103]","[0.1, 0.7]",43
"[30, 35]","[13, 93, 51, 44, 38, 33]","[142, 112, 86]","[1.0, 1.4]",79
"[13, 61]","[92, 81, 3, 57, 8, 88]","[9, 127, 136]","[0.0, 0.1]",7
"[55, 90]","[26, 50, 30, 62, 91, 13]","[52, 5, 149]","[0.2, 0.0]",9
"[51, 12]","[18, 61, 76, 84, 78, 53]","[118, 48, 134]","[0.6, 0.0]",32
"[8, 67]","[53, 24, 85, 39, 26, 10]","[120, 91, 65]","[0.0, 2.3]",156
"[51, 13]","[38, 78, 71, 38, 41, 81]","[109, 53, 74]","[0.7, 0.0]",38
"[43, 45]","[70, 67, 92, 45, 84, 26]","[99, 26, 120]","[0.0, 0.6]",26
"[37, 96]","[65, 11, 89, 71, 60, 45]","[105, 85, 66]","[0.0, 1.2]",115
"[28, 46]","[58, 84, 13, 3, 91, 56]","[119, 27, 112]","[0.0, 1.4]",65
"[48, 91]","[97, 12, 54, 86, 66, 13]","[27, 97, 90]","[0.0, 1.1]",103
"[37, 94]","[47, 87, 34, 52, 27, 27]","[6, 10, 99]","[0.0, 0.1]",6
"[55, 75]","[31, 68, 3, 27, 13, 59]","[71, 141, 84]","[2.3, 0.0]",126
"[92, 81]","[85, 20, 37, 91, 59, 4]","[16, 58, 10]","[0.0, 0.6]",54
"[13, 14]","[49, 100, 82, 52, 52, 73]","[8, 122, 116]","[0.2, 0.0]",2
"[78, 51]","[19, 1, 99, 46, 87, 63]","[94, 148, 114]","[1.3, 0.0]",102
"[34, 82]","[54, 50, 33, 51, 49, 53]","[148, 119, 149]","[0.0, 2.3]",191
"[14, 90]","[12, 75, 9, 93, 82, 81]","[12, 95, 84]","[0.0, 0.2]",14
"[64, 5]","[6, 30, 14, 78, 3, 76]","[31, 9, 108]","[0.6, 0.0]",41
"[23, 60]","[32, 52, 4, 28, 46, 26]","[54, 2, 69]","[0.5, 0.0]",12
"[24, 27]","[61, 13, 78, 10, 71, 97]","[72, 62, 59]","[0.8, 0.0]",20
"[68, 80]","[55, 49, 92, 19, 98, 64]","[20, 78, 109]","[0.0, 0.4]",33
"[97, 38]","[53, 15, 65, 41, 45, 55]","[84, 122, 44]","[1.0, 0.0]",95
"[18, 11]","[50, 72, 66, 55, 34, 92]","[100, 139, 110]","[2.0, 0.0]",36
"[95, 11]","[19, 1, 6, 62, 59, 18]","[124, 92, 108]","[1.8, 0.0]",174
"[10, 3]","[51, 38, 34, 39, 22, 46]","[66, 14, 54]","[0.4, 0.0]",4
"[50, 33]","[85, 75, 46, 34, 29, 1]","[101, 3, 104]","[0.1, 0.0]",3
"[97, 80]","[7, 30, 53, 66, 2, 2]","[1, 39, 90]","[0.1, 0.0]",14
"[55, 92]","[18, 71, 93, 97, 28, 57]","[110, 100, 3]","[0.1, 0.0]",6
"[69, 73]","[13, 96, 92, 74, 28, 39]","[48, 107, 116]","[0.9, 0.4]",87
"[29, 10]","[60, 46, 75, 92, 59, 86]","[32, 90, 13]","[0.2, 0.0]",6
"[78, 89]","[42, 81, 58, 19, 56, 24]","[44, 78, 76]","[1.0, 0.0]",82
"[64, 77]","[88, 16, 77, 8, 40, 73]","[146, 99, 43]","[1.1, 0.0]",69
"[71, 96]","[37, 27, 49, 20, 88, 56]","[80, 19, 145]","[0.0, 0.9]",91
"[10, 74]","[97, 84, 10, 86, 3, 67]","[28, 68, 136]","[0.0, 0.3]",25
"[77, 28]","[73, 24, 70, 19, 74, 31]","[55, 98, 91]","[0.0, 2.3]",64
"[65, 51]","[39, 3, 41, 65, 36, 94]","[60, 42, 109]","[1.0, 0.0]",67
"[23, 17]","[50, 66, 33, 72, 5, 66]","[11, 118, 68]","[0.2, 0.0]",5
"[62, 56]","[32, 88, 93, 96, 16, 30]","[78, 46, 108]","[0.5, 0.0]",31
"[9, 18]","[47, 18, 8, 20, 21, 91]","[143, 36, 7]","[0.3, 0.0]",3
"[83, 34]","[56, 56, 91, 72, 67, 41]","[13, 110, 54]","[0.2, 0.0]",19
"[84, 79]","[5, 9, 14, 26, 63, 5]","[108, 14, 119]","[1.0, 0.0]",84
"[74, 98]","[25, 55, 78, 74, 68, 19]","[33, 57, 122]","[0.3, 0.5]",67
"[14, 4]","[69, 68, 92, 73, 17, 10]","[96, 46, 14]","[0.5, 0.0]",7
"[15, 1]","[63, 89, 13, 90, 83, 49]","[120, 101, 61]","[0.7, 0.0]",11
"[55, 27]","[92, 83, 16, 48, 90, 10]","[5, 143, 5]","[0.1, 0.0]",3
"[79, 9]","[69, 52, 61, 59, 57, 92]","[112, 2, 16]","[0.0, 0.0]",3
"[85, 81]","[35, 53, 84, 64, 50, 11]","[53, 124, 36]","[0.6, 0.6]",99
"[49, 11]","[4, 4, 53, 100, 58, 61]","[35, 112, 131]","[2.1, 0.0]",104
"[86, 80]","[89, 28, 92, 32, 87, 46]","[128, 136, 40]","[0.0, 0.9]",70
"[54, 93]","[64, 8, 75, 60, 67, 5]","[26, 22, 80]","[0.0, 0.4]",34
"[76, 96]","[100, 15, 67, 49, 59, 21]","[144, 40, 131]","[0.0, 0.8]",78
"[21, 38]","[3, 32, 49, 73, 12, 21]","[93, 79, 19]","[0.0, 0.9]",34
"[88, 7]","[94, 67, 79, 50, 8, 69]","[113, 97, 80]","[1.2, 0.0]",106
"[31, 19]","[10, 8, 98, 95, 27, 43]","[37, 15, 117]","[0.2, 0.0]",5
"[42, 22]","[72, 27, 19, 16, 6, 79]","[110, 129, 111]","[1.0, 1.3]",72
"[94, 96]","[78, 9, 83, 100, 69, 25]","[129, 149, 84]","[1.0, 0.7]",157
"[48, 95]","[99, 13, 87, 83, 32, 31]","[49, 33, 61]","[0.0, 0.4]",38
"[46, 2]","[16, 85, 55, 98, 66, 76]","[76, 55, 66]","[1.0, 0.0]",46
"[24, 34]","[29, 32, 84, 26, 21, 34]","[10, 88, 14]","[0.0, 0.3]",11
"[97, 17]","[68, 7, 96, 48, 85, 55]","[114, 111, 94]","[1.1, 0.0]",107
"[46, 99]","[18, 80, 49, 1, 79, 11]","[83, 59, 17]","[0.1, 1.0]",104
"[55, 64]","[88, 9, 42, 97, 37, 26]","[97, 41, 61]","[1.0, 0.0]",54
"[97, 9]","[14, 20, 19, 14, 34, 76]","[126, 100, 28]","[0.8, 0.0]",80
"[75, 13]","[4, 8, 83, 65, 15, 31]","[73, 102, 73]","[1.2, 0.0]",92
"[61, 37]","[91, 11, 99, 72, 67, 12]","[37, 140, 139]","[0.2, 1.7]",74
"[2, 63]","[8, 44, 59, 87, 24, 19]","[52, 132, 105]","[0.0, 1.2]",74
"[41, 37]","[56, 72, 79, 68, 75, 90]","[45, 52, 112]","[0.4, 0.3]",28
"[72, 10]","[51, 65, 1, 17, 90, 12]","[46, 21, 78]","[0.9, 0.0]",62
"[55, 5]","[35, 86, 49, 50, 80, 17]","[48, 93, 3]","[0.0, 0.0]",2
"[59, 13]","[5, 55, 61, 67, 79, 74]","[16, 58, 76]","[1.0, 0.0]",56
"[40, 27]","[33, 18, 6, 74, 34, 33]","[17, 64, 111]","[0.0, 0.9]",25
"[58, 10]","[97, 78, 21, 49, 98, 9]","[3, 145, 94]","[0.0, 0.0]",2
"[1, 17]","[43, 59, 39, 47, 13, 15]","[4, 128, 99]","[0.0, 0.1]",1
"[73, 4]","[91, 12, 57, 62, 4, 85]","[104, 105, 129]","[1.1, 0.0]",83
"[90, 98]","[18, 79, 58, 23, 42, 50]","[111, 133, 66]","[1.6, 0.0]",141
"[64, 29]","[55, 100, 68, 39, 88, 40]","[39, 98, 92]","[0.7, 0.0]",45
"[8, 91]","[5, 95, 81, 11, 93, 7]","[150, 45, 148]","[0.3, 1.6]",145
"[15, 59]","[94, 35, 69, 14, 23, 13]","[12, 10, 142]","[0.0, 0.3]",20
"[85, 51]","[61, 6, 60, 47, 25, 16]","[26, 139, 73]","[0.2, 2.8]",154
"[27, 47]","[86, 69, 53, 57, 38, 69]","[38, 74, 96]","[0.0, 0.6]",26
"[94, 54]","[79, 11, 98, 56, 25, 12]","[80, 138, 120]","[0.0, 2.5]",133
"[19, 93]","[2, 38, 28, 84, 75, 55]","[115, 139, 73]","[0.0, 1.3]",123
"[27, 6]","[37, 48, 86, 22, 38, 85]","[93, 64, 46]","[0.7, 0.0]",20
"[50, 67]","[34, 78, 41, 3, 33, 87]","[49, 5, 64]","[0.1, 0.6]",44
"[24, 20]","[100, 58, 27, 33, 20, 19]","[140, 81, 27]","[1.3, 0.0]",32
"[67, 95]","[95, 50, 70, 29, 38, 34]","[57, 147, 45]","[0.0, 1.1]",108
"[23, 28]","[100, 34, 87, 1, 3, 13]","[3, 70, 120]","[0.0, 0.1]",2
"[22, 80]","[93, 33, 70, 92, 15, 18]","[67, 14, 143]","[0.0, 0.2]",12
"[84, 5]","[77, 63, 85, 6, 38, 77]","[56, 84, 71]","[0.7, 0.0]",61
"[58, 41]","[45, 13, 48, 8, 82, 28]","[48, 93, 50]","[0.0, 1.8]",73
"[44, 79]","[38, 96, 94, 3, 56, 45]","[23, 64, 90]","[0.6, 0.0]",27
"[32, 19]","[38, 57, 41, 50, 75, 94]","[61, 130, 38]","[0.5, 0.0]",16
"[41, 59]","[18, 12, 68, 13, 68, 67]","[125, 1, 98]","[0.0, 0.1]",5
"[87, 39]","[11, 82, 100, 16, 77, 37]","[66, 73, 82]","[0.6, 0.7]",82
"[76, 91]","[66, 62, 28, 31, 91, 38]","[93, 24, 115]","[0.0, 0.8]",70
"[11, 21]","[15, 7, 71, 66, 74, 84]","[52, 87, 63]","[0.0, 0.8]",16
"[65, 49]","[86, 80, 26, 60, 75, 29]","[12, 124, 22]","[0.1, 0.0]",9
"[1, 54]","[16, 36, 58, 14, 75, 17]","[84, 101, 78]","[0.0, 2.3]",126
"[25, 59]","[13, 49, 69, 39, 57, 98]","[74, 79, 113]","[0.0, 1.2]",68
"[38, 9]","[32, 75, 12, 79, 70, 62]","[74, 111, 72]","[1.0, 0.0]",39
"[38, 21]","[1, 26, 53, 97, 10, 1]","[143, 43, 145]","[0.8, 0.0]",31
"[79, 73]","[72, 12, 85, 62, 91, 50]","[131, 48, 4]","[0.0, 0.1]",6
"[9, 10]","[92, 94, 50, 56, 70, 18]","[83, 42, 52]","[0.7, 0.1]",8
"[85, 32]","[40, 14, 80, 87, 82, 68]","[104, 129, 91]","[1.1, 0.0]",94
"[48, 17]","[51, 42, 75, 70, 35, 88]","[99, 17, 146]","[0.2, 0.0]",11
"[54, 16]","[53, 91, 54, 90, 81, 3]","[107, 25, 122]","[0.5, 0.0]",25
"[51, 39]","[81, 84, 83, 86, 85, 41]","[123, 132, 39]","[0.0, 1.0]",37
"[93, 79]","[67, 93, 36, 21, 35, 70]","[19, 104, 95]","[0.3, 0.0]",26
"[24, 49]","[17, 45, 75, 16, 47, 88]","[47, 51, 64]","[0.0, 0.7]",36
"[24, 26]","[19, 48, 87, 25, 32, 71]","[108, 117, 138]","[0.9, 1.5]",62
"[57, 6]","[86, 27, 80, 6, 31, 72]","[46, 109, 125]","[0.5, 0.0]",30
"[38, 58]","[55, 24, 63, 72, 41, 1]","[32, 139, 34]","[0.0, 1.3]",77
"[80, 70]","[24, 67, 19, 75, 62, 73]","[111, 119, 37]","[0.6, 0.0]",48
"[31, 19]","[2, 81, 58, 6, 50, 16]","[95, 145, 49]","[0.6, 1.2]",41
"[34, 26]","[79, 17, 48, 60, 65, 6]","[111, 77, 62]","[0.9, 0.6]",45
"[89, 52]","[53, 7, 38, 34, 99, 19]","[150, 68, 141]","[1.3, 0.5]",145
"[24, 8]","[4, 77, 94, 72, 89, 16]","[23, 134, 118]","[1.3, 0.2]",32
"[70, 14]","[23, 39, 16, 97, 63, 90]","[39, 67, 4]","[0.1, 0.0]",4
"[9, 20]","[58, 77, 86, 89, 38, 32]","[17, 37, 7]","[0.0, 0.2]",4
"[29, 74]","[93, 100, 55, 19, 16, 12]","[43, 70, 137]","[0.0, 0.4]",32
"[22, 33]","[51, 24, 61, 47, 85, 44]","[29, 117, 97]","[0.0, 1.2]",40
"[49, 15]","[16, 64, 53, 75, 5, 88]","[145, 67, 66]","[1.3, 0.0]",62
"[37, 10]","[34, 23, 86, 10, 99, 78]","[38, 18, 20]","[0.2, 0.0]",7
"[67, 91]","[73, 16, 33, 9, 67, 27]","[81, 4, 24]","[0.0, 0.4]",40
"[91, 44]","[99, 61, 69, 40, 93, 70]","[24, 56, 53]","[0.2, 0.0]",22
"[24, 77]","[6, 3, 79, 47, 57, 58]","[12, 29, 139]","[0.0, 0.6]",48
"[62, 43]","[74, 9, 79, 56, 17, 74]","[95, 67, 49]","[0.8, 0.0]",53
"[57, 16]","[10, 45, 60, 67, 49, 41]","[38, 23, 54]","[0.4, 0.0]",22
"[75, 36]","[66, 95, 58, 22, 86, 5]","[112, 31, 9]","[0.0, 1.2]",44
"[96, 30]","[52, 67, 37, 4, 71, 59]","[83, 83, 119]","[1.6, 0.0]",153
"[89, 36]","[75, 9, 91, 67, 96, 95]","[106, 100, 120]","[1.1, 0.0]",98
"[100, 31]","[72, 31, 69, 79, 59, 75]","[138, 79, 34]","[0.6, 0.0]",58
"[22, 48]","[49, 93, 61, 88, 72, 41]","[44, 117, 105]","[0.0, 0.5]",23
"[82, 52]","[41, 21, 96, 86, 53, 75]","[39, 137, 57]","[0.9, 0.1]",79
"[20, 95]","[48, 24, 68, 3, 10, 57]","[58, 109, 95]","[0.4, 1.6]",160
"[25, 65]","[63, 81, 85, 93, 68, 97]","[35, 145, 132]","[0.0, 0.4]",28
"[82, 100]","[83, 27, 28, 64, 96, 43]","[58, 50, 81]","[0.5, 0.6]",98
"[13, 36]","[83, 6, 48, 21, 52, 29]","[67, 119, 7]","[0.0, 0.2]",9
"[37, 3]","[17, 42, 17, 73, 37, 14]","[2, 6, 111]","[0.1, 0.0]",4
"[63, 57]","[58, 11, 33, 55, 82, 66]","[107, 64, 12]","[0.0, 0.2]",10
"[74, 36]","[39, 27, 98, 1, 53, 16]","[41, 51, 8]","[0.0, 0.5]",18
"[66, 64]","[89, 97, 47, 36, 8, 95]","[2, 86, 101]","[0.0, 0.0]",1
"[12, 83]","[49, 11, 5, 83, 45, 60]","[103, 25, 15]","[0.0, 0.2]",21
"[75, 71]","[30, 2, 77, 14, 75, 22]","[74, 136, 58]","[0.0, 2.6]",187
"[61, 63]","[13, 63, 52, 16, 89, 7]","[54, 56, 10]","[0.0, 0.8]",56
"[79, 83]","[82, 83, 12, 85, 24, 77]","[138, 109, 20]","[0.8, 0.0]",66
"[91, 28]","[79, 96, 13, 6, 25, 68]","[56, 138, 129]","[0.7, 0.0]",65
"[20, 36]","[39, 21, 12, 41, 71, 83]","[40, 82, 83]","[0.0, 1.0]",36
"[52, 84]","[62, 41, 46, 26, 39, 56]","[44, 102, 99]","[0.0, 1.1]",90
"[51, 3]","[45, 79, 60, 99, 64, 30]","[109, 9, 57]","[0.1, 0.0]",8
"[88, 98]","[22, 47, 80, 75, 67, 22]","[78, 74, 39]","[0.0, 1.0]",97
"[49, 7]","[4, 46, 69, 84, 12, 23]","[31, 74, 56]","[1.1, 0.0]",53
"[83, 79]","[72, 68, 37, 25, 37, 60]","[28, 90, 22]","[0.1, 0.3]",32
"[29, 65]","[7, 96, 16, 53, 10, 81]","[145, 144, 4]","[0.4, 0.0]",12
"[64, 21]","[99, 37, 93, 11, 9, 27]","[141, 120, 85]","[1.2, 0.5]",90
"[34, 88]","[4, 85, 93, 59, 47, 74]","[74, 102, 86]","[0.5, 0.8]",91
"[66, 30]","[66, 33, 81, 47, 21, 30]","[21, 62, 46]","[0.3, 0.0]",21
"[77, 54]","[55, 11, 48, 7, 99, 19]","[14, 123, 126]","[0.0, 1.3]",69
"[5, 42]","[37, 55, 30, 57, 21, 64]","[83, 30, 106]","[0.0, 0.5]",22
"[16, 35]","[30, 42, 85, 24, 6, 44]","[119, 115, 150]","[0.0, 2.8]",99
"[31, 34]","[90, 72, 23, 48, 77, 89]","[73, 18, 44]","[0.6, 0.0]",18
"[44, 36]","[28, 83, 42, 69, 87, 93]","[88, 18, 116]","[0.4, 0.0]",19
"[25, 46]","[68, 76, 41, 57, 4, 9]","[117, 9, 81]","[0.0, 0.2]",7
"[74, 26]","[94, 75, 83, 93, 31, 41]","[128, 20, 113]","[0.2, 0.0]",18
"[41, 60]","[53, 98, 4, 61, 12, 15]","[73, 136, 30]","[1.4, 0.0]",56
"[20, 56]","[58, 72, 91, 84, 90, 72]","[113, 137, 61]","[0.0, 0.8]",47
"[9, 58]","[2, 46, 43, 64, 78, 3]","[102, 70, 59]","[0.0, 1.1]",63
"[21, 10]","[22, 2, 90, 34, 36, 86]","[34, 88, 75]","[0.8, 0.5]",22
"[65, 48]","[33, 2, 2, 91, 2, 60]","[124, 13, 9]","[3.8, 0.0]",245
"[50, 26]","[54, 19, 18, 38, 91, 69]","[29, 50, 148]","[0.1, 1.3]",38
"[51, 78]","[45, 50, 15, 63, 99, 39]","[62, 13, 56]","[0.5, 0.1]",33
"[68, 15]","[77, 39, 4, 6, 10, 28]","[12, 51, 62]","[0.2, 0.0]",11
"[79, 37]","[63, 17, 59, 60, 50, 17]","[57, 148, 42]","[0.0, 2.5]",91
"[17, 99]","[7, 10, 70, 19, 21, 46]","[73, 27, 125]","[0.0, 1.4]",141
"[34, 32]","[41, 64, 2, 60, 80, 62]","[88, 86, 36]","[0.0, 0.6]",19
"[10, 98]","[66, 96, 56, 3, 64, 25]","[17, 47, 76]","[0.0, 0.2]",17
"[65, 43]","[51, 85, 33, 80, 57, 92]","[44, 112, 28]","[0.5, 0.0]",32
"[13, 12]","[20, 89, 44, 55, 45, 82]","[46, 57, 22]","[0.5, 0.0]",6
"[23, 51]","[53, 1, 87, 42, 54, 42]","[23, 133, 142]","[0.0, 3.2]",162
"[12, 13]","[75, 34, 91, 61, 12, 67]","[121, 71, 63]","[0.2, 0.9]",14
"[34, 50]","[43, 86, 58, 94, 57, 72]","[146, 134, 33]","[0.0, 0.5]",23
"[13, 27]","[41, 90, 50, 93, 36, 94]","[52, 60, 17]","[0.5, 0.0]",6
"[53, 86]","[70, 86, 65, 6, 57, 5]","[144, 134, 100]","[0.0, 1.7]",144
"[30, 6]","[31, 28, 77, 30, 28, 38]","[46, 62, 117]","[0.8, 0.0]",24
"[65, 34]","[58, 42, 77, 13, 58, 4]","[26, 2, 62]","[0.0, 0.2]",5
"[57, 81]","[59, 25, 69, 54, 71, 38]","[126, 24, 47]","[0.0, 0.4]",36
"[45, 76]","[18, 85, 84, 22, 94, 96]","[139, 132, 66]","[0.0, 0.7]",52
"[62, 7]","[8, 71, 73, 38, 58, 26]","[3, 52, 135]","[0.4, 0.0]",23
"[59, 44]","[4, 50, 2, 81, 6, 62]","[33, 32, 136]","[8.2, 0.0]",487
"[98, 46]","[4, 32, 52, 96, 43, 37]","[19, 146, 24]","[0.6, 0.0]",55
"[74, 42]","[42, 41, 41, 99, 89, 51]","[1, 120, 77]","[0.0, 0.0]",2
"[34, 41]","[30, 84, 7, 40, 88, 46]","[73, 57, 121]","[1.1, 0.5]",58
"[51, 47]","[21, 41, 74, 3, 69, 33]","[133, 83, 138]","[0.6, 2.9]",168
"[14, 27]","[7, 56, 39, 85, 25, 22]","[52, 20, 18]","[0.5, 0.0]",7
"[76, 76]","[4, 76, 25, 3, 84, 35]","[56, 122, 140]","[1.4, 0.7]",156
"[26, 98]","[4, 98, 64, 44, 79, 46]","[66, 99, 23]","[0.0, 0.5]",49
"[41, 72]","[35, 52, 35, 48, 99, 78]","[5, 36, 48]","[0.0, 0.1]",7
"[55, 95]","[20, 88, 48, 25, 72, 48]","[5, 23, 145]","[0.2, 0.0]",14
"[60, 2]","[63, 83, 66, 1, 53, 91]","[20, 47, 61]","[0.3, 0.0]",19
"[2, 31]","[82, 15, 20, 84, 93, 2]","[87, 135, 31]","[0.0, 1.6]",50
"[99, 84]","[18, 59, 35, 47, 74, 10]","[99, 61, 143]","[1.7, 0.0]",173
"[52, 64]","[97, 79, 31, 55, 54, 48]","[4, 25, 89]","[0.0, 0.1]",3
"[84, 56]","[68, 40, 24, 74, 11, 32]","[46, 18, 94]","[0.7, 0.0]",57
"[74, 94]","[2, 43, 16, 74, 94, 81]","[56, 78, 134]","[0.6, 0.9]",133
"[4, 69]","[84, 37, 24, 65, 94, 5]","[131, 107, 19]","[0.0, 1.6]",114
"[36, 3]","[22, 63, 80, 69, 2, 32]","[30, 74, 126]","[0.9, 0.0]",33
"[89, 80]","[27, 2, 52, 5, 41, 70]","[45, 45, 103]","[0.8, 1.0]",150
"[39, 27]","[78, 42, 78, 25, 75, 92]","[132, 129, 126]","[1.6, 0.0]",65
"[31, 15]","[94, 40, 24, 55, 71, 98]","[18, 26, 81]","[0.0, 0.5]",7
"[35, 4]","[33, 89, 25, 69, 26, 61]","[84, 149, 129]","[2.5, 0.0]",89
"[72, 13]","[78, 31, 99, 14, 64, 44]","[110, 29, 1]","[0.0, 0.0]",1
"[40, 77]","[2, 100, 59, 75, 99, 20]","[113, 21, 10]","[0.0, 0.3]",22
